civiliser;to civilze
relance;boost, reminder, recovery
dose;dose, amount
loyer;rent
distorsion;distortion
octroyer;to grant, bestow
arrivant;arrival, comer
standard;standard, switchboard
taxi;taxi
limitation;limitation, restriction, limit
irréversible;irreversible
fatal;fatal, deadly, fateful
furieux;furious, raging, violent
verbal;verbal
contacter;to contact, get in touch with
commissariat;police station
gai;cheerful, merry, gay
confrontation;confrontation
chier;to sh!t, piss off, get pissed off
atlantique;Atlantic
rude;rough, harsh, hard, tough
panneau;sign, notice, panel
appréciation;appreciation, assessment, appraisal
réflexe;reflex
complément;complement
initialement;initially
comédien;comedian, comedy
successeur;successor
méfiance;distrust, mistrust, suspicion
replier;to fold, roll up, fold up, withdraw
vérificateur;checker, inspector, auditor
dictateur;dictator
prétention;claim
rédacteur;editor, writer, drafter, compiler
avaler;to swallow
extraction;extraction
banquier;banker
titulaire;holder, with tenure, occupant
stabilisation;stabilisation
mutuellement;mutually, one another
légion;legion
lacune;gap, deficiency
engin;machine, tool, vehicle, device
mépriser;to scorn, look down, spurn, disdain
minoritaire;minority
idéologique;ideological
cloche;bell
compatriote;compatriot
affection;affection, ailment
sel;salt
majoritaire;majority
redressement;straightening up, upturn, righting
paradoxe;paradox
chiffrer;to put a figure to, assess, quantify, number
catastrophique;catastrophic, disastrous
magistrat;magistrate, judge
extrait;extract, excerpt
amant;lover
farce;joke, prank, hoax, farce
compétitivité;competitiveness
enthousiaste;enthusiastic
quarantaine;about forty
sous-sol;basement, lower ground floor, subsoil, underground
rat;rat
flot;floodtide, stream of, flood of
mordre;to bite, overlap into
partiellement;partly
radioactif;radioactive
passe;pass, channel
indépendamment;independently, irrespective of, regardless of
location;renting
naïf;naïve, innocent
retraité;retired
innocence;innocence
bijou;jewel
messe;mass
coïncidence;coincidence
torture;torture
protecteur;protective, protector, guardian
rayonnement;radiance
récolte;harvest, crop
valise;suitcase
danseur;dancer
expertise;expertise
minier;mining
vitrine;window, display cabinet
ébranler;to shake, rattle
crâne;skull
anéantir;to annihilate, wipe out, ruin, vanish
vocal;vocal
unilatéral;unilateral
combustible;fuel, combustible
économiser;to save, save on, conserve
tisser;to weave
poule;hen, chick
punition;punishment
hésitation;hesitation
rentable;profitable
loyal;loyal, faithful
renfort;help, back-up, support
cohérence;coherence, consistency
souris;mouse
bombarder;to bomb
éveiller;to arouse, stimulate, awaken
semestre;semester, six-month period
croyant;believer
réalisateur;director
brutalement;brutally
lourdement;heavily
tente;tent
goutte;drop
poussée;push, rise, upsurge
moine;monk, friar
modéré;moderate, restrained, reasonable
négligeable;negligible, trivial
vice;fault, defect, vice
symboliser;to symbolize
substituer;to substitute
subtil;subtle, nice
commandant;commander
chuter;to fall
fidélité;loyalty, faithfulness, accuracy, reliability
basculer;to topple, fall over, knock off
gestionnaire;administrator, administrative
redoutable;fearsome, formidable
immigrant;immigrant
polémique;controversial, controversy
alourdir;to weigh down, make heavy
avancée;advanced, overhung
sévir;to act ruthlessly, be rife
jumeau;twin
piéger;to trap, booby-trap
confiant;trusting, confident
pendre;to hang down
intact;intact
rapidité;speed, quickness
localité;town, village
récupération;recovery, retrieval, salvage
vigoureux;vigorous
rentabilité;profitability
delà;beyond, above, over
incliner;to tilt, tend towards
affreux;dreadful, awful, horrible
révolter;to revolt, rebel, outrage
conte;tale
évasion;escape, evasion
repère;reference, benchmark, landmark
philosophique;philosophical
arrivé;arrived
ironie;irony
serveur;waiter, server
bannir;to banish, ban
insuffisance;inadequacy, insufficiency
librairie;bookstore, bookshop
parenthèse;parenthesis, bracket, aside
miser;to bet, stake
stupéfiant;drug, narcotic / stunning, astounding
boursier;grant-holder, scholarship holder / stock
levée;raising, levying, levee
déformer;to bend, distort, deform
menaçant;threatening, menacing
nord-est;north-east
substitution;substitution, mix-up
parer;to adorn, put on / to ward off, parry
avantageux;profitable, worthwhile, advantageous, attractive
handicaper;to handicap
filmer;to film, shoot
délinquant;delinquent, offender
perdant;losing, loser
altitude;altitude, height
imputer;to impute to, attribute to
plaisanter;to joke
poétique;poetic, poetical, poetics
desservir;to clear, go against, harm, serve
mensuel;monthly
connerie;crap, bullsh!t, stupidity
sanglant;bloody, cruel, covered in blood
coude;elbow
ôter;to remove, take away, take off, take out
report;postponement, deferment
créature;creature
aucunement;in no way, not in the least, not at all
globalement;globally
convenable;suitable, appropriate, correct, proper, acceptable
itinéraire;itinerary, route
purger;to purge, bleed, drain
fâcher;to anger, make angry, get angry
repasser;to cross again, retake, show again, iron
alternatif;alternate, alternating
palier;landing, level, flat
prochainement;shortly, soon
réglementaire;regulation, control, statutory
costume;suit, costume, dress
thérapie;therapy
reproche;reproach
curé;parish priest
contrôleur;inspector, controller
soulagement;relief
dissoudre;to dissolve, disband, break up
avalanche;avalanche
mark;mark
brèche;breach, gap
incitation;incitement, incentive
entraîneur;coach, trainer
éditorial;editorial
conjugal;conjugal, married
pâle;pale
relâcher;to loosen, release, let go
visa;visa, stamp
vingt-cinq;twenty five
péché;sin
gendarme;policeman
sécheresse;dryness, drought
score;score
goûter;to taste, snack
renier;to disown, repudiate, go back on
juridiction;jurisdiction, court of law
prostitution;prostitution
fiche;card, sheet, slip, form
déséquilibre;imbalance
probabilité;probability, likelihood
entraver;to hinder, hamper, get in the way of
sous-estimer;to underestimate
embargo;embargo
interdit;prohibited, banned
brouillard;fog, mist, haze
syrien;Syrian
jet;jet, throw, spray, nozzle
trêve;truce
occupant;occupant, occupier, occupying
ponctuel;punctual
défini;definite
détachement;detachment
manuscrit;manuscript, handwritten
panier;basket
bouton;button, knob, spot
immobile;still, motionless
fermeté;firmness, solidness, steadiness
véhiculer;to transport, convey
répliquer;to reply
passionnant;fascinating, exciting
théologie;theology
advenir;to happen that, happen to
immigrer;to immigrate
tache;stain, spot, mark
tendresse;tenderness, fondness
privilégié;privileged
slogan;slogan
fromage;cheese
toxique;toxic, toxin
incapacité;incompetence, incapability
pharmaceutique;pharmaceutical
parfum;perfume, scent, fragrance
antique;antique, ancient
controversé;much debated, controversial
instinct;instinct
barreau;bar
insupportable;intolerable
opportun;timely,
parquet;parquet floor, hardwood floor, prosecutor's office
navigation;navigation
contrarier;to annoy, bother, thwart
nouer;to knot, tie
frustration;frustration
cinquantaine;about fifty
improviser;to improvise
désespéré;desperate, hopeless
auto;car
troupeau;herd, flock
gendarmerie;police force, police station
génétiquement;genetically
analogue;similar, analogous
venu;come
ironique;ironic
sanitaire;health, sanitary, medical
sonore;sound, resonant, sonorous, voiced
initier;to initiate, introduce
mœurs;morals, customs, habits, manners, ways
cessez-le-feu;ceasefire
bénévole;volunteer, voluntary, unpaid
boue;mud
empereur;emperor
dissiper;to dispel, disperse, clear away
déclin;decline, deterioration
liquider;to liquidate, sell off, clear
maintenance;maintenance, servicing
prévisible;predictable, forseeable
pneu;tire
fraude;fraud
coton;cotton
entrevoir;to make out, catch a glimpse of, foresee
stipuler;to state, stipulate, specify
remédier;to cure, remedy, put right
flotter;to float, hang, stream
fraction;fraction
impossibilité;impossibility
conditionnel;conditional
nuance;shade, hue, nuance
improbable;unlikely, improbable
enquêteur;investigator, pollster
conjointement;jointly
éclaircir;to brighten up, clear up
bordel;brothel, mess, chaos
impatient;impatient
versement;payment
bosser;to work, bash on
articuler;to articulate
successivement;successively
assurément;most certainly
provision;stock, supply
amplifier;to amplify, magnify, expand
ceinture;belt, waist
intergouvernemental;intergovernmental
délibération;deliberation, debate, consideration
mexicain;Mexican
seigneur;lord
saisonnier;seasonal
souterrain;underground, underground passage
merveille;marvel, wonder
restituer;to return, restore, refund
démon;demon, fiend
balancer;to swing, sway
disponibilité;availability
infiniment;infinitely
acquis;acquired, experience
récepteur;receiver, receiving
glissement;sliding, slipping, skidding
auditeur;auditor, listener
indigène;native, local
chocolat;chocolate
indirectement;indirectly
obtention;obtaining, achievement
grandissant;growing, increasing
chagrin;grief, sorrow,
prostitué;prostitute
lumineux;luminous, illuminated / light
soupe;soup
bravo;bravo, well done
appréhender;to dread, apprehend
concitoyen;fellow citizen
flèche;arrow
libéralisation;liberalization
complot;plot, conspiracy
signataire;signatory
ski;ski, skiing
douanier;customs officer
syndrome;syndrome
météo;weather forecast
borner;to limit, confine
triompher;to triumph, beat
concrétiser;to materialise
soumission;submission
continuellement;continually, continuously
dérober;to steal, hide
romancier;novelist
sorcier;sorcerer, witch
consigne;deposit, orders, detention
harmonie;harmony
blond;blond, fair-haired
pleuvoir;to rain
déplaire;to displease, be unhappy
innombrable;innumerable, countless
félicitation;congratulation
inédit;unpublished / original, new
lance;lance
désireux;avid for, anxious to, desirous of
diversifier;to vary, diversify
vélo;bike, bicycle
fatigue;tiredness, fatigue
instabilité;instability
pénaliser;to penalize, punish
comte;count
amer;bitter
orchestre;orchestra
foncier;land-related, land, fundamental
dixième;tenth
est;east
envelopper;to wrap, surround, veil
troublant;disturbing
irrégulier;irregular, uneven
fouet;whip
baigner;to bathe, wash, get a bath, go for a swim
fixation;fixation, fixing
encadrement;training, framing, supervision
déménager;to move
esthétique;aesthetics, attractiveness / attractive
photographier;to photograph
insensé;insane
moderniser;to modernize
expérimental;experimental
incomber;to be incumbent upon
retombée;fallout, consequences, effects
équivaloir;to be equivalent, amount to
différencier;to differentiate
éventail;fan, range
solde;balance / pay / sale
gâcher;to waste, spoil
régiment;regiment
chiite;Shiite
bouleversement;upheaval
relater;to relate, recount
décent;decent, proper
éminent;eminent, distinguished
instituteur;school teacher
rayer;to scratch, streak, stripe / to erase, strike out
concrètement;in concrete terms
coulisse;backstage, wings, behind the scenes
enchaîner;to chain up, connect, string together
ratification;ratification
emplacement;site, location
copier;to copy, reproduce
inculper;to charge
renouveau;renewal
néerlandais;Dutch
intégral;complete, unabridged
spécification;specification
documentation;documentation, literature
logiquement;logically
spectre;spectrum, ghost
harmoniser;to harmonize, harmonize with
suédois;Swedish, Swede
rouvrir;to reopen
débouché;prospect, opportunity, opening
croisé;twill / alternate / crusader / crossed
fléau;scourge, plague
traversée;crossing
solaire;solar
secrétariat;secretaryship, secretariat, secretarial offices, secretary's office
mou;soft
venger;to avenge, take revenge
détenteur;holder, possessor, bearer
basque;Basque
soif;thirst
accumulation;accumulation, amassing, storage, stockpiling, build-up
autoritaire;authoritarian
essor;expansion, development, flight
obséder;to obsess, haunt
intolérable;intolerable
rébellion;rebellion
préventif;preventive
désignation;designation
aimable;pleasant, kind, nice
conformité;conformity
pantalon;trousers, pants
anormal;abnormal
inhérent;inherent
réconcilier;to reconcile
réservoir;tank, reservoir
aveu;confession
emmerder;to bug, bother
inondation;flood, deluge
câble;cable, wire
poumon;lung
humble;humble, lowly
perturbation;disruption, disturbance
brouiller;to mix-up, confuse, scramble
illustration;illustration
appliqué;assiduous, industrious, careful
fermier;farmer
hanter;to haunt
cordon;cord, string, lead
néfaste;harmful, ill-fated
lasser;to tire, weary, grow weary
influer;to influence, have an influence on
présentement;at present, presently
plate-forme;platform
stopper;to stop, halt
kurde;Kurd, Kurdish
amusant;funny, amusing, entertaining
tremblement;shiver, trembling, shaking
rail;rail, track
fondamentalement;basically, fundamentally, inherently
lampe;lamp, light
triple;triple
inchangé;unchanged
supplier;to beg, implore
multiplication;multiplication
camoufler;to cover up, conceal, camouflage
cliché;cliché / negative
diamant;diamond
guerrier;warrior / warlike
figer;to clot, coagulate, congeal, set
comique;comical / comic, comedian
planification;planning
éloge;praise
regroupement;regrouping, reassembly
odieux;hateful, odious
désastreux;disastrous
nocturne;nocturnal, nocturne
configuration;configuration, layout
escompter;to discount / to expect
intensif;intensive
scepticisme;scepticism
croisière;cruise
plénier;plenary, full
athlète;athlete
poil;hair, bristle
épanouir;to bloom, blossom
minimiser;to minimize, play down
inévitablement;inevitably
informé;informed
islam;Islam
échéant;if need be
murmurer;to murmur
implantation;implanting, setting up, establishment, implantation, installation
décerner;to award, give, issue
replacer;to replace, put back
vêtir;to clothe, dress, put on
trottoir;pavement
vieillard;old man
fillette;little girl, girl
enchanter;to delight, enchant, rejoice
singe;monkey
superficiel;superficial, shallow
rigide;rigid, stiff
démographique;demographic
fourniture;supply, provision
taxer;to tax
milice;militia
foire;fair
élégant;elegant, stylish
crème;cream
mentalité;mentality
charité;charity
borne;milestone, boundary stone
organique;organic
dévouer;to devote, sacrifice oneself
hâter;to quicken, hasten
mobilité;mobility
exclu;outcast
boucher;butcher / to fill in, get clogged up
bénéfique;beneficial
commencement;beginning, start
licenciement;dismissal, sacking
chancelier;chancellor
retenue;deduction / restraint, self-control
visée;aim, design, sighting
dénonciation;denunciation
plaie;wound
exiler;to exile
rocher;rock, boulder
mortalité;mortality, death rate
cruauté;cruelty
regrettable;unfortunate, regrettable
droguer;to drug, take drugs
connecter;to connect, go on-line
confort;comfort
compréhensible;comprehensible, understandable
tube;tube
coffre;trunk, boot, chest
intimider;to intimidate
huitième;eighth
forger;to forge, contrive, make up
périr;to perish
notoire;notorious, well-known
graphique;graph, graphic
annulation;cancellation, annulment
acceptation;acceptance
textile;textile
hormis;save, but
chirurgien;surgeon
orage;storm, thunderstorm
boule;ball
médiation;mediation, arbitration
réprimer;to suppress, repress
hall;foyer, lobby
visuel;visual
semblant;semblance, pretence
jadis;formerly, long ago
rémunérer;to remunerate, pay
fasciner;to fascinate
dilemme;dilemma
progressiste;progressive
ours;bear
décharger;to unload
excéder;to exceed
blâmer;to blame, reprimand
duc;duke
raciste;racist
stress;stress
inexistant;non-existent
théoriquement;theoretically
danois;Danish, Dane
concéder;to grant, concede
retrancher;to deduct, remove / to entrench
renfermer;to contain, shut, lock, enclose
vieillesse;old age
navette;shuttle
traditionnellement;traditionally
batterie;battery / drum set
foie;liver
gratuitement;free, gratuitously
incompréhensible;incomprehensible
détour;bend, curve, detour
boulevard;boulevard
blague;joke
mécontentement;displeasure, dissatisfaction
inaugurer;to unveil, open
repli;bend, twist, wrinkle, fold, fallback
contrepartie;counterpart, opposite, alternative
proportionnel;proportional
aboutissement;outcome, result
triomphe;triumph
libre-échange;free trade
sincérité;sincerity
serre;greenhouse
doré;golden
convoi;convoy, train
terrien;earthling / landowner, countryman
psychologie;psychology
maltraiter;to manhandle, ill-treat, misuse, slight
puits;well, shaft, pit
intimité;privacy, intimacy
équation;equation
humide;moist, damp, humid, wet
bétail;livestock, cattle
prophète;prophet
micro;mike, micro, microphone
gâteau;cake
continental;continental
réitérer;to reiterate, repeat
énumérer;to enumerate
embauche;job vacancy, hiring
verdict;verdict
dix-neuf;nineteen
guetter;to watch over, watch out for
frustrer;to frustrate
anglo-saxon;Anglo-Saxon
détente;release, relaxation, détente, loosening
questionner;to question
injecter;to inject
préjudice;loss, harm, damage
couramment;fluently, commonly
exploration;exploration, investigation, examination
caresser;to fondle, caress
hymne;hymn, anthem
sécuritaire;safe
famine;famine
écrier;to exclaim, cry out
précipitation;haste, precipitation
caution;deposit, guarantee, bail
affectation;appointment, allocation / show, pretence
salaud;bastard
cave;cellar, basement
bond;leap, rebound
enclin;enclined, prone
nettoyage;cleaning, cleansing
foudre;lightning
justesse;accuracy, precision
rente;annuity, pension
hépatite;hepatitis
blindé;armoured
clan;clan
accélération;acceleration
garage;garage
résolument;resolutely
négociateur;negotiator
romantique;romantic
obscurité;darkness
vulgaire;vulgar, common, popular
soixante-dix;seventy
féroce;ferocious, fierce
perpétuel;perpetual, everlasting, never-ending
militer;to militate
jungle;jungle
case;box, hut, field
craquer;to creak, squeak, crackle, give in, strike
clarifier;to clarify
crête;crest, top, ridge
traite;trade, draft, stretch, milking
démarrage;start, moving off
oubli;forgetting, leaving behind, missing
procès-verbal;minutes, statement
formalité;formality
insensible;insensitive
distant;far-off, distant, faraway
émetteur;transmitter, issuer
montage;assembly, setting, pitching, putting, editing
énergique;energetic
claquer;to flap, bang, slam, snap
simplicité;simplicity, straightforwardness
buter;to stumble, trip, run into, prop up, score
bulle;bubble
défavorable;unfavorable
promoteur;promoter, instigator, developer
albanais;Albanian
obsession;obsession
exciter;to arouse, waken, excite, turn on
voisinage;neighborhood
savoir-faire;know-how
sévèrement;severely, harshly
écrasant;crushing, overwhelming
vendu;sold, bribed
munition;ammunition, supplies
capturer;to capture, catch
compliment;compliment
allouer;to allocate
scandaliser;to shock, scandalize
cassette;cassette
résident;foreign national, foreign resident
empresser;to bustle about, hasten to do
inonder;to flood
réglementer;to regulate, control
sonder;to probe, poll, sound out
vigilant;vigilant, watchful
rhétorique;rhetorical, rhetoric
cage;cage
réglé;regular, steady, well-ordered, ruled
téléspectateur;TV viewer
golf;golf, golf course
forestier;forest, forester
hum;um, uh
ravager;to ravage, devastate
réveil;waking up, awakening, alarm clock
racial;racial
ensuivre;to follow, result, ensue
relevé;statement, list / relieved / put in relief / rolled up
ajourner;to adjourn, defer, postpone
détérioration;deterioration
viable;viable, workable
cochon;pig
barbare;barbaric / barbarian
atroce;atrocious
civique;civil / civics
ancrer;to anchor
raccrocher;to hang up
cirque;circus / cirque
législature;legislature
audiovisuel;audio-visual
confiner;to confine
agrandir;to enlarge, extend
occasionner;to cause, give rise to
allégement;lightening, unweighting, reduction
malin;smart, shrewd, cunning
performant;productive, efficient
sérénité;serenity, peacefulness
cuire;to cook, bake, roast
raser;to shave, raze
ha;oh
revivre;to live again, come back life, revive
piano;piano
concertation;meeting, consultation
vaisseau;ship, vessel
interaction;interaction
pessimiste;pessimistic / pessimist
sillage;wake, slipstream
synonyme;synonymous / synonym
hisser;to hoist, raise up
agréer;to accept, approve of
comble;despair / summit, overmeasure / roof
bosniaque;Bosnian
insignifiant;insignificant, unimportant
décoller;to take off / to loosen, unstick
solidaire;interdependent, jointly dependent
ferroviaire;railway, rail
dépouiller;to skin, strip away, deprive, analyze
céréale;cereal
aménager;to develop, plan, fit, adjust
agitation;agitation, excitement
exode;exodus
aire;surface, area
orgueil;pride
socialisme;socialism
harmonisation;harmonization
provisoirement;temporarily, provisionally
cocktail;cocktail, cocktail party
moyenne;average
rigoler;to laugh,
compression;compression / cutback, reduction
réfléchi;thoughtful, well thought out
expérimenter;to experiment
détériorer;to deteriorate
exprès;deliberately, on purpose, intentionally
écrouler;to collapse, tumble
